SMILES,ID,LNID,WX_inventory,CASRN,MDLNumber,ComputedPrice_1g/$
CC1(C)C(C)(C)OB(C2=CC(=NC=C2)OC)O1,Compound 1656,LN00336854,7.62g,408502-23-8,MFCD07368867,3
CC1=CC(=CC(=C1)Cl)B(O)O,Compound 1657,LN00336921,7.58g,913836-14-3,MFCD09027241,6
CCC1=C(C=CC=N1)B(O)O,Compound 1658,LN00336944,0.2g,1310384-02-1,MFCD07374992,153
COC1=CC=CC(=C1Cl)B(O)O,Compound 1659,LN00337084,4.38g,854778-30-6,MFCD12913933,3
C1=CC(=CC(=C1CO)F)B(O)O,Compound 1660,LN00337144,1.9g,1082066-52-1,MFCD13181609,3
C1=CC(=C(C(=C1)F)B(O)O)C#N,Compound 1661,LN00337178,1.01g,656235-44-8,MFCD09033623,3
CC1(C)C(C)(C)OB(C2=CCNCC2)O1.Cl,Compound 1662,LN00337254,1859.65g,1121057-75-7,MFCD11506076,4
CC1(C)C(C)(C)OB(C2=CC=CC=C2F)O1,Compound 1663,LN00337266,12.85g,876062-39-4,MFCD05663874,3
CC1=C(C=C(C=C1)C#N)B(O)O,Compound 1664,LN00337326,1.5g,867333-43-5,MFCD17015778,19
CC(C)N1C(=CC=N1)B2OC(C)(C)C(C)(C)O2,Compound 1665,LN00337388,1.81g,1282518-60-8,MFCD17167306,3
CC1(C)C(C)(C)OB(C)O1,Compound 1666,LN00337447,140.11g,94242-85-0,MFCD09027082,3
CC1(C)C(C)(C)OB(C2=CC3=C(C=C(C=C3)C(=O)OC)N2)O1,Compound 1667,LN00337474,0.02g,1256359-21-3,MFCD11858368,31
C1=CC=C(C(=C1)CN)B(O)O,Compound 1668,LN00337487,0.28g,248274-03-5,MFCD06212997,33
CC1=CC(=C(C=C1)B(O)O)C(F)(F)F,Compound 1669,LN00337514,1g,1021860-94-5,MFCD11616521,3
CC1(C)C(C)(C)OB(C2=CC=C(C(=C2)C#N)O)O1,Compound 1670,LN00337531,10.95g,775351-56-9,MFCD16994355,3
C1=C(C=C(C=C1B(O)O)Cl)C#N,Compound 1671,LN00337575,3g,915763-60-9,MFCD09263609,3
C1=CC(=C(C(=C1)F)Cl)B(O)O,Compound 1672,LN00337579,40g,871329-52-1,MFCD07363741,4
COC1=CC(=C(C=C1B(O)O)F)F,Compound 1673,LN00337694,5.34g,870777-32-5,MFCD08275291,3
C1=C(C=C(C#N)C(=C1)B(O)O)F,Compound 1674,LN00337725,6.8g,876601-43-3,MFCD12546526,3
C1=CC(=C2C(=C1)OCO2)B(O)O,Compound 1675,LN00337753,91.81g,361456-68-0,MFCD03095113,50
C1=CC(=C(C=O)C(=C1)F)B(O)O,Compound 1676,LN00337856,22.86g,871126-15-7,MFCD10697421,3
CC1(C)C(C)(C)OB(C2=CN3C=CN=C3C=C2)O1,Compound 1677,LN00337870,5.1g,1204742-76-6,MFCD13181965,26
CC(NC1=CN=CC(B2OC(C)(C(C)(O2)C)C)=C1)=O,Compound 1678,LN00337901,3.75g,1201645-46-6,MFCD11878288,33
CC1(C)C(C)(C)OB(C2=CC(=C(N=C2)OC)NS(=O)(=O)C)O1,Compound 1679,LN00337951,1g,1083326-75-3,MFCD12964555,142
C1=CC=C(C=C1)COC2=C(C=C(C=C2)B(O)O)C(F)(F)F,Compound 1680,LN00338063,5.15g,1245014-05-4,MFCD18383520,10
CC1=CC(=C(C=C1)B(O)O)C#N,Compound 1681,LN00338075,0.5g,1328882-30-9,MFCD18394414,3
CC1=CC(=CC(=C1)B(O)O)C=O,Compound 1682,LN00338089,8g,870777-33-6,MFCD08276762,3
CC1=CC(=C(C(=C1)OC)B(O)O)C,Compound 1683,LN00338090,0.01g,355836-08-7,MFCD04037222,3
CC1=CC(=CC=C1B(O)O)C(=O)OC,Compound 1684,LN00338104,9.02g,158429-38-0,MFCD16036117,12
CC1(C)C(C)(C)OB(C2=CN=CC=C2OC)O1,Compound 1685,LN00338121,8.3g,758699-74-0,MFCD07367561,6
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)OC=N3)O1,Compound 1686,LN00338200,0.51g,936902-12-4,MFCD13181968,3
CC1=NC(=CC(=C1)B(O)O)C,Compound 1687,LN00338202,0.6g,846548-44-5,MFCD11042425,15
CC1=C(C=NO1)B2OC(C)(C)C(C)(C)O2,Compound 1688,LN00338248,0.64g,1346808-41-0,MFCD17677234,3
COC1=CC(=C2C=CC=CC2=C1)B(O)O,Compound 1689,LN00338298,1.32g,219834-94-3,MFCD18412862,3
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)C3CC3)O1,Compound 1690,LN00338458,0.1g,893567-09-4,MFCD09952039,48
CC(C)(C1=CC=C(C=C1)B(O)O)O,Compound 1691,LN00338534,6.29g,886593-45-9,MFCD09992905,4
C1=CC(=C(C=C1C=O)Cl)B(O)O,Compound 1692,LN00338574,5.39g,1063712-34-4,MFCD18311828,3
CN1CCN(CC1)C2=NC=C(C=C2)B(O)O,Compound 1693,LN00338580,6.22g,936353-84-3,MFCD09907981,3
C1=CC=C2C(=C1)C(=CO2)B(O)O,Compound 1694,LN00338605,2.59g,317830-83-4,MFCD06801687,3
COC(=O)C1=CC(=CN=C1)B(O)O,Compound 1695,LN00338642,2.3g,871329-53-2,MFCD07363742,7
C1=C(C=C(Cl)N=C1Cl)B(O)O,Compound 1696,LN00338695,3.77g,1072951-54-2,MFCD09751352,3
C1=CC=C(C=C1)CC2=CC=CC=C2B(O)O,Compound 1697,LN00338700,0.99g,40276-63-9,MFCD16725656,4
CC1=NC(=C(C=C1)B2OC(C)(C)C(C)(C)O2)F,Compound 1698,LN00338730,0.24g,1218790-38-5,MFCD08063091,18
CC1(C)C(C)(C)OB(C2=CN(C)C(=O)C=C2)O1,Compound 1699,LN00338758,48.85g,1002309-52-5,MFCD11044683,3
CC1(C)C(C)(C)OB(CC2=CC(=CC=C2)Cl)O1,Compound 1700,LN00338785,61.83g,517920-59-1,MFCD10698516,13
C1=CC=C2C(=C1)C3=C(C=CC(=C3)B(O)O)O2,Compound 1701,LN00338861,43g,402936-15-6,MFCD11183307,3
C1=CC(=C(C=C1B(O)O)C(F)(F)F)O,Compound 1702,LN00338893,5.16g,1187874-94-7,MFCD18384143,3
CC1(C)C(C)(C)OB(C2=CCC(CC2)C(=O)OC)O1,Compound 1703,LN00338904,156.42g,151075-20-6,MFCD11520532,30
CC(C1=CC=C(C=C1)B(O)O)O,Compound 1704,LN00338913,14.67g,518336-20-4,MFCD04112543,3
CC(C)(C)OC(=O)N1C=C(C2=CC=CC=C21)B3OC(C)(C)C(C)(C)O3,Compound 1705,LN00338941,27.08g,942070-45-3,MFCD12407262,3
CCOC1=CN=CC(=C1)B2OC(C)(C)C(C)(C)O2,Compound 1706,LN00339092,1.03g,1171892-40-2,MFCD11878280,3
CN1C=CC(=CC1=O)B(O)O,Compound 1707,LN00341784,9.89g,1351413-50-7,MFCD22418629,3
CC(C)(OC(N[C@H](C(OC)=O)CC1=CC=C(B(O)O)C=C1)=O)C,Compound 1708,LN00342764,0.15g,224824-22-0,MFCD10698492,3
C1=C(CO)SC=C1B(O)O,Compound 1709,LN00343404,1.83g,1268683-45-9,MFCD27665427,3
CC1(C)C(C)(C)OB(C2=C(C(=CC=C2)Br)F)O1,Compound 1710,LN00343688,4.87g,1400220-51-0,MFCD22192539,3
C1=C(C=NC(=N1)C(F)(F)F)B(O)O,Compound 1711,LN00349678,2.75g,1308298-23-8,MFCD10696932,3
CC1(C(C)(OB(O1)C2=CN(N=C2)CC#N)C)C,Compound 1712,LN00359202,0.02g,1093307-35-7,MFCD18383259,44
CC1=C(C=C(C=C1)CO)B2OC(C)(C)C(C)(C)O2,Compound 1713,LN00360880,0.29g,1400755-04-5,MFCD18729963,3
COC1=CC2=C(C=C1)C=C(B(O)O)O2,Compound 1714,LN00367669,0.2502g,952737-54-1,MFCD18250058,3
CC1=C(C=C(C=C1)B(O)O)C(F)(F)F,Compound 1715,LN00368276,0.5g,947533-94-0,MFCD11042431,6
CC1=C(B(O)O)OC2=CC=CC=C12,Compound 1716,LN00369455,2.2g,845457-55-8,MFCD18383018,86
C1=C(C=C2COB(C2=C1)O)F,Compound 1717,LN00376122,5.46g,174671-46-6,MFCD10699483,6
CC(C)(C)OC(=O)N1CC2=CC=C(C=C2C1)B3OC(C)(C)C(C)(C)O3,Compound 1718,LN00382607,0.77g,905273-91-8,MFCD11226842,3
CCC1=CC(=CC=C1B(O)O)OC,Compound 1719,LN00394058,0.1g,342899-07-4,MFCD22414595,166
C1CN(C1)C2=NC=C(C=N2)B(O)O,Compound 1720,LN00395751,0.1g,1411643-59-8,MFCD18261197,31
C1=C(C=C2C=C(B(O)O)OC2=C1)F,Compound 1721,LN00396718,0.25g,473416-33-0,MFCD18383019,108
C1=CC=C(C(=C1)C#N)B2OCCCO2,Compound 1722,LN01242168,272g,172732-52-4,MFCD04039012,3
CC1(C)CC(C)(C)OB(B2OC(C)(C)CC(C)(C)O2)O1,Compound 1723,LN01258667,83.98g,230299-46-4,MFCD03490499,3
CC1(C)C(C)(C)OB(C2=CN(C(CC#N)C3CCCC3)N=C2)O1,Compound 1724,LN01266147,9.81g,1153949-38-2,MFCD18206946,3
CC1(C)C(C)(C)OB(CB2OC(C)(C)C(C)(C)O2)O1,Compound 1725,LN01267560,246.92g,78782-17-9,MFCD27977747,3
CC1(C)C(C)(C)OB(C2=CC(=NC=C2)OC3CC3)O1,Compound 1726,LN01278213,0.2g,1346707-95-6,MFCD13182227,5
C1CC1C2=NC=CC(=C2)B(O)O,Compound 1727,LN01279792,4g,1189546-00-6,MFCD11223181,524
C=C(C)B(O)O,Compound 1728,LN01289184,1.1g,14559-87-6,MFCD02179500,3
CCC/C=C/B1OC(C)(C)C(C)(C)O1,Compound 1729,LN01290378,8.6g,161395-96-6,MFCD05663882,3
CC1=CC(=CC(=N1)F)B2OC(C)(C)C(C)(C)O2,Compound 1730,LN01295376,0.85g,1310384-07-6,MFCD08063098,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)S(=O)(=O)N)O1,Compound 1731,LN01296358,3.69g,214360-51-7,MFCD06657806,3
CC1(C)C(C)(C)OB(C2=CN(C3CCN(C)CC3)N=C2)O1,Compound 1732,LN01296862,1.1g,1323919-64-7,MFCD21337767,66
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)C(=O)OC)O1,Compound 1733,LN01297523,22.7g,480425-35-2,MFCD03789258,3
CC1=CC(=C(C=N1)F)B(O)O,Compound 1734,LN01298520,1g,1310404-23-9,MFCD07374988,83
CC(=O)O[BH-](OC(=O)C)OC(=O)C.C[N+](C)(C)C,Compound 1735,LN01301363,506.79g,109704-53-2,MFCD00012196,3
CC1=CC(=CN=N1)B2OC(C)(C)C(C)(C)O2,Compound 1736,LN01302241,5.49g,1350543-95-1,MFCD18311901,3
CC1(C)C(C)(C)OB(C2=CC(=O)CCC2)O1,Compound 1737,LN01303631,31.37g,1187055-81-7,MFCD18383337,10
CC1(C)C(C)(C)OB(C2=CN(CS(=O)(=O)C)N=C2)O1,Compound 1738,LN01305134,0.21g,1282530-99-7,MFCD22380827,179
C[C@H]1C[C@H]1B(O)O.C[C@@H]1C[C@@H]1B(O)O,Compound 1739,LN01307477,6.94g,1309366-01-5,,289
C1=CC(=C(C=C1O)B(O)O)F,Compound 1740,LN01308956,9.4g,1150114-52-5,MFCD11855845,3
C/C=C\B1OC(C)(C)C(C)(C)O1,Compound 1741,LN01311691,58.92g,83947-59-5,MFCD18910701,52
CC1(C)C(C)(C)OB(C2(C)CC2)O1,Compound 1742,LN01312715,20.53g,126689-04-1,MFCD23381517,3
C1=CC(=C(C(=C1B(O)O)F)F)Br,Compound 1743,LN01316309,3.973g,374790-99-5,MFCD02093065,13
CC1(C)C(C)(C)OB(/C=C/C2=CC=C(C=C2)OC)O1,Compound 1744,LN01316441,0.01g,149777-83-3,MFCD04038966,3
CC1(C)C(C)(C)OB(C2=CC=CO2)O1,Compound 1745,LN01316879,8.64g,374790-93-9,MFCD02094008,3
C1=CC(=C(C=C1B(O)O)N)F,Compound 1746,LN01317287,5.74g,873566-75-7,MFCD03092925,22
C1=CC=C(C=C1)COC(=O)NC2=CC=C(C=C2)B(O)O,Compound 1747,LN01317456,3.63g,192804-36-7,MFCD02093055,3
C1=CC(=C(C(=C1)C(F)(F)F)B(O)O)C(F)(F)F,Compound 1748,LN01317534,3.76g,681812-07-7,MFCD04039321,3
CC1=CC(=CC=C1C#N)B2OC(C)(C)C(C)(C)O2,Compound 1749,LN01318137,1g,775351-54-7,MFCD11035951,3
CC1=CC(=CC=C1N)B2OC(C)(C)C(C)(C)O2,Compound 1750,LN01318324,4.05g,590418-05-6,MFCD09033882,15
CC1(C)C(C)(C)OB(C2=CC(=CC(=C2)C#N)OC)O1,Compound 1751,LN01319402,0.64g,1035266-33-1,MFCD11855976,3
CC1(C)C(C)(C)OB(C2=CNC(=N)C(=C2)C#N)O1,Compound 1752,LN01319549,3.9g,1246372-66-6,MFCD16995200,4
CC(C)(OC(NCCC1=CC=C(B2OC(C)(C(C)(O2)C)C)C=C1)=O)C,Compound 1753,LN01319988,3.6g,360792-43-4,MFCD22415459,3
CC1(C)C(C)(C)OB(C2=C(C=CC(=C2)C(=O)OC)N)O1,Compound 1754,LN01320185,127.43g,524916-42-5,MFCD22493856,53
CC1(C)C(C)(C)OB(C2=CC(=CC(=C2)C(=O)OC)[N+](=O)[O-])O1,Compound 1755,LN01320430,0.88g,957061-12-0,MFCD09258774,3
C1=CC(=C(C=C1C#N)F)B(O)O,Compound 1756,LN01321360,2.72g,1150114-77-4,MFCD07644472,3
C1=CC=C2C(=C1)C=CC(=N2)B(O)O,Compound 1757,LN01322116,0.01g,745784-12-7,MFCD03095375,3
C1=CC(=NC=C1B(O)O)OC(F)(F)F,Compound 1758,LN01322117,1.14g,1008140-70-2,MFCD07374890,300
CC1(C)C(C)(C)OB(C2=C(C=C(C=C2)F)N)O1,Compound 1759,LN01324013,3.1g,1309982-16-8,MFCD12025504,54
C1=C(C=CC(=C1)B(O)O)C2=CC=C(C=C2)B(O)O,Compound 1760,LN01325243,5.65g,4151-80-8,MFCD00151795,3
C1=CC(=NC(=C1B(O)O)F)Br,Compound 1761,LN01325392,6g,910649-58-0,MFCD11045051,14
CC(C)(OC(NCC1=CC(B2OC(C)(C(C)(O2)C)C)=CC=C1)=O)C,Compound 1762,LN01326195,5.1g,832114-05-3,MFCD05863917,3
CC(C)(C)OC(=O)CN1C=C(C=N1)B2OC(C)(C)C(C)(C)O2,Compound 1763,LN01326499,1.07g,1006875-83-7,MFCD22570725,42
CC1(C)C(C)(C)OB(C2=CC=CC=C2OC3CC3)O1,Compound 1764,LN01326690,0.55g,1119090-11-7,MFCD16994462,90
N#CC1(CCC1)C(C=C2)=CC=C2B3OC(C)(C)C(C)(C)O3,Compound 1765,LN01327002,1g,1245831-55-3,MFCD19689512,190
C1=C(C=C(C(=C1F)Cl)F)B(O)O,Compound 1766,LN01327115,2.7g,864759-63-7,MFCD08706254,3
CCCC1=CC=C(C=C1)C2=CC=C(C=C2)B(O)O,Compound 1767,LN01327239,39.7g,153035-56-4,MFCD01114670,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)C3(CC3)C#N)O1,Compound 1768,LN01327686,3.88g,1206641-31-7,MFCD18383917,21
CC1(C)C(C)(C)OB(C2=C(C(=CC=C2)O)Cl)O1,Compound 1769,LN01329077,180.68g,1151564-17-8,MFCD16994269,4
CC1=CC(=C(C=C1)N)B2OC(C)(C)C(C)(C)O2,Compound 1770,LN01329352,0.165g,948592-80-1,MFCD06795664,29
COC1=C(C=C(C=C1F)F)B(O)O,Compound 1771,LN01329528,5.02g,737000-76-9,MFCD03095353,3
CC1=C(C=CC=N1)B(O)O.Cl,Compound 1772,LN01330122,4.19g,1072952-34-1,MFCD06659489,8
CSC1=CC(=C(C=C1)B(O)O)F,Compound 1773,LN01330542,2g,957060-84-3,MFCD09027247,39
C1=CC(=NC(=C1B(O)O)F)Cl,Compound 1774,LN01330772,0.5g,1256345-66-0,MFCD11504861,3
C1=C(C=NC=C1B(O)O)C(F)(F)F,Compound 1775,LN01330777,2.4g,947533-51-9,MFCD09952041,36
CCC1=C2C=C(C=NC2=NN1)B3OC(C)(C)C(C)(C)O3,Compound 1776,LN01331305,2.86g,,MFCD28991823,1820
CC1=C(C=C(C=C1N)F)B2OC(C)(C)C(C)(C)O2,Compound 1777,LN01331422,158.685g,1418128-33-2,MFCD18383724,167
CC1(C)C(C)(C)OB(C2=CC(=C(C(=C2)F)N)F)O1,Compound 1778,LN01331607,69.11g,939968-08-8,MFCD16996398,43
CC(C)(C)OC(=O)N1CCC(CC1)C2=NC=C(B3OC(C)(C)C(C)(C)O3)S2,Compound 1779,LN01331636,0.655g,1884388-16-2,MFCD26521694,1632
CC1(C)C(C)(C)OB(C2=CNC3=CC=CC=C23)O1,Compound 1780,LN01341143,1.68g,937366-54-6,MFCD09879158,42
CCCN1C(=CC=N1)B2OC(C)(C)C(C)(C)O2,Compound 1781,LN01341144,1.99g,847818-76-2,MFCD12405508,19
C1=CC=C(C=C1)N2C=C(C=N2)B(O)O,Compound 1782,LN01341220,0.982g,1201643-70-0,MFCD11044914,3
C1=CC(=C(C=C1CN)Cl)OC2=CC3=C(C=C2)COB3O,Compound 1783,LN01345470,2.74g,1213827-99-6,MFCD25977112,467
CC(C)N1C(=NC2=C(C=C(C=C21)B3OC(C)(C)C(C)(C)O3)F)C,Compound 1784,LN01348095,37.29g,1231930-37-2,MFCD25977327,3
CC1(C)C(C)(C)OB(C2=CC(=C(C(=C2)Cl)O)Cl)O1,Compound 1785,LN01348107,4.78g,1003298-87-0,MFCD20526385,6
CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)B3OC(C)(C)C(C)(C)O3,Compound 1786,LN01349371,0.8g,910235-65-3,MFCD22570803,8624
C(C(F)(F)F)OB(OCC(F)(F)F)OCC(F)(F)F,Compound 1787,LN01349847,22.07g,659-18-7,MFCD00093768,3
CC1(C)C(C)(C)OB(C2=CN=C3C(=C2)C=NN3C)O1,Compound 1788,LN01350247,0.1g,1312312-78-9,MFCD16995953,75
CC(C)(C)OC(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C3=NC4=C(C=C(C=C4)B5OC(C)(C)C(C)(C)O5)N3,Compound 1789,LN01351631,21.58g,1256387-87-7,MFCD28386938,3
CC1=CC(=CC(=N1)Cl)B(O)O,Compound 1790,LN01353024,1.5g,1320397-15-6,MFCD13188704,57
CC1(C)C(C)(C)OB(C2=CNC3=C2C=CC=N3)O1,Compound 1791,LN01355315,1.626g,945256-29-1,MFCD11616359,3
CC(C)(C)OC(=O)N1C2=CC=C(C=C2C=C1B(O)O)Cl,Compound 1792,LN01355362,1g,475102-12-6,MFCD04039005,3
CC1=CC2=C(C=C1)C=C(B(O)O)N2C(=O)OC(C)(C)C,Compound 1793,LN01355369,26.45g,850568-51-3,MFCD04973738,3
CC1(C)C(C)(C)OB(C2=C(C=C(C=C2)F)[N+](=O)[O-])O1,Compound 1794,LN01357094,5g,1288978-82-4,MFCD16996295,3
CC1(C)C(C)(C)OB(C2=CC=C3C(=C2)C=CN3C)O1,Compound 1795,LN01357098,3.19g,837392-62-8,MFCD05663865,7
CC1(C)C(C)(C)OB(C2=C3C=CC=NC3=CC=C2)O1,Compound 1796,LN01357209,3.25g,1021868-08-5,MFCD22418302,3
CC(C)(C(C)(C)OB(C1=CN(C2CCOCC2)N=C1)O)O,Compound 1797,LN01357226,160.09g,,MFCD30176483,3
C1CCN(CC1)C2=CC=CC=C2B(O)O,Compound 1798,LN01357233,1.076g,1050505-85-5,MFCD03095111,3
C1=CC2=C(C(=C1)C#N)SC(=C2)B(O)O,Compound 1799,LN01357262,0.5g,1119899-37-4,MFCD16877453,3
CC1(C)C(C)(C)OB(C2=CN3C(=NC=N3)C=C2)O1,Compound 1800,LN01357277,276.17g,1160790-18-0,MFCD16659797,3
CC1=CC(=CC=C1N2CCOCC2)B(O)O,Compound 1801,LN01357379,0.22g,1426245-63-7,MFCD16495874,13
C=C(C1=CC=CC=C1)B(O)O,Compound 1802,LN01357407,31.53g,14900-39-1,MFCD01074578,6
C1=CC(=C(C=C1B(O)O)F)N2CCOCC2,Compound 1803,LN01357622,0.04g,279262-09-8,MFCD16883060,3
CC1=CN=C(C=C1)B(O)O,Compound 1804,LN01357697,0.08g,372963-49-0,MFCD00674179,78
C1=CC(=NC(=C1)Cl)B(O)O,Compound 1805,LN01357885,0.5g,652148-90-8,MFCD08063028,90
CC(C)N1C(=CC=N1)B(O)O,Compound 1806,LN01358002,2.78g,839714-33-9,MFCD11098002,10
COC1=C(C=C(C(=C1F)B(O)O)F)F,Compound 1807,LN01358011,0.011g,849062-08-4,MFCD07369755,3
C1=CC=C(C=C1)C2=CC(=CN=C2)B(O)O,Compound 1808,LN01358017,2g,850991-38-7,MFCD08061934,3
C1=CN=CN=C1B(O)O,Compound 1809,LN01358019,0.26g,852362-24-4,MFCD08234611,3
C1=CC=C2C(=C1)C=CC=C2OCC3=CC=C(C=C3)B(O)O,Compound 1810,LN01358047,7g,871125-78-9,MFCD08276787,3
C1=CC(=C(C=C1C=O)F)B(O)O,Compound 1811,LN01358048,16.72g,871126-22-6,MFCD07367058,3
COC1=C(C=CC=C1B(O)O)C(=O)O,Compound 1812,LN01358098,1g,913836-10-9,MFCD09027237,56
C1=CC(=NC(=C1)F)B(O)O,Compound 1813,LN01358100,1.5g,916176-61-9,MFCD08705713,41
COC1=C(C=C(C=N1)B(O)O)Cl,Compound 1814,LN01358327,0.1g,942438-89-3,MFCD04972386,9
CC1(C)C(C)(C)OB(C2=CC=NN2C3=CC=CC=C3)O1,Compound 1815,LN01359159,1g,1238702-58-3,MFCD23135814,19
C1=CC(=C(C(=C1)Br)Cl)B(O)O,Compound 1816,LN01359351,9g,352535-98-9,MFCD13184263,34
CCOC1=CC(=C(C=C1)F)B(O)O,Compound 1817,LN01359352,3.8g,900174-60-9,MFCD05664321,3
CC#CC1=CC(=CN=C1)B(O)O,Compound 1818,LN01359419,1.05g,917471-30-8,MFCD18258851,11
C=CB1OC(=O)CN(C)CC(=O)O1,Compound 1819,LN01359580,7.56g,1104636-73-8,MFCD11656092,3
COCC1=CC(=CN=C1)B(O)O,Compound 1820,LN01359935,1g,200204-95-1,MFCD09952044,128
C1=CC=NC(=C1)C2=CC=C(C=C2)B(O)O,Compound 1821,LN01360097,0.78g,170230-27-0,MFCD17013972,12
CC1(C)C(C)(C)OB(C2=C3C=CC=CN3N=C2)O1,Compound 1822,LN01360180,0.5g,1207557-48-9,MFCD09997878,69
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)OCO3)O1,Compound 1823,LN01360202,459.89g,94838-82-1,MFCD05663889,3
CC1(C)C(C)(C)OB(C2=CN=C(N=C2)OC)O1,Compound 1824,LN01360203,0.44g,1052686-60-8,MFCD13182190,52
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)C=CC(=N3)C4=CC=CC=C4)O1,Compound 1825,LN01360473,0.1g,867164-54-3,MFCD22126087,3
CSC1=C(C=C(C=C1)B(O)O)F,Compound 1826,LN01360753,0.84g,221030-80-4,MFCD12913934,6
CC1(C)C(C)(C)OB(C2=CNC(=NC)N=C2)O1,Compound 1827,LN01360817,21.49g,904326-88-1,MFCD11878345,5
CC1=CC(=C(C=C1)B(O)O)OC,Compound 1828,LN01360836,0.5g,198211-79-9,MFCD18072608,64
FC(F)N1C=C(B(O)O)C=N1,Compound 1829,LN01360839,1g,1312693-57-4,MFCD21363058,4
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)OC(F)(F)O3)O1,Compound 1830,LN01361086,0.11g,517874-23-6,MFCD22414443,40
CC1(C)C(C)(C)OB(C2=CC=C3C=NC=CC3=C2)O1,Compound 1831,LN01361095,1g,675576-26-8,MFCD11227091,3
CCCCCCCB(O)O,Compound 1832,LN01361247,9.02g,28741-07-3,MFCD06201026,3
C1=CC(=CC(=C1)B(O)O)C2=CN=CC=C2,Compound 1833,LN01361271,0.62g,351422-72-5,MFCD16658918,7
CCCCCCC1=CSC(=C1)B2OC(C)(C)C(C)(C)O2,Compound 1834,LN01361276,1g,883742-29-8,MFCD14708172,3
CC1(C)C(C)(C)OB(C2=C(C=CC(=C2)C(F)(F)F)N)O1,Compound 1835,LN01361288,1.67g,1058062-64-8,MFCD16996235,3
C1CCN(C1)CC2=CC(=CC=C2)B(O)O,Compound 1836,LN01361329,0.8g,1100095-09-7,MFCD08060616,3
CC1(C)C(C)(C)OB(C2=CN=C(C(=O)OC)N=C2)O1,Compound 1837,LN01361465,1g,1610705-51-5,MFCD16618882,3
CC1(C)C(C)(C)OB(C2=CC3=C(C=CC=N3)C=C2)O1,Compound 1838,LN01361490,0.89g,851985-81-4,MFCD08063115,30
CC1=C(C=CC=C1B2OC(C)(C)C(C)(C)O2)CO,Compound 1839,LN01361528,0.234g,1400755-05-6,MFCD18729960,148
CC1=CC(=CC=C1C(=O)OC)B(O)O,Compound 1840,LN01361554,45.63g,603122-81-2,MFCD18432535,23
COC1=CC=C2C(=C1)C=C(B(O)O)O2,Compound 1841,LN01361709,1g,551001-79-7,MFCD06801701,3
CC(C)N1C(=CC(=N1)C(F)(F)F)B(O)O,Compound 1842,LN01362752,0.43g,1361380-69-9,MFCD24448764,3
COC1=C(C=O)C(=CC(=C1)B(O)O)OC,Compound 1843,LN01362760,229.5g,2001080-85-7,MFCD22383667,7
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)N(C)C=N3)O1,Compound 1844,LN01363429,89.11g,1107627-02-0,MFCD16995902,3
CC1(C)C(C)(C)OB(C2=CC3=C(C=C2)N=CN3C)O1,Compound 1845,LN01363430,1g,1107627-01-9,MFCD16995903,75
CC(C)(C#N)N1C=C(C=N1)B2OC(C)(C)C(C)(C)O2,Compound 1846,LN01363580,0.1g,2095779-29-4,MFCD28053694,3
CC1(C)C(C)(C)OB(C2=CC=C(C3=CC=CC=C3)S2)O1,Compound 1847,LN01363753,17.93g,459409-74-6,MFCD08063141,3
CC(C)(C)OC(=O)N1C=CC2=C(C=CC=C21)B(O)O,Compound 1848,LN01363754,2g,,MFCD28130132,3
C1=CC(=C(C=C1B(O)O)[N+](=O)[O-])F,Compound 1849,LN01364124,8.21g,352530-22-4,MFCD08277236,3
CC1=NC(=CC=C1)B(O)O,Compound 1850,LN01364127,3.53g,372963-50-3,MFCD03093331,3
CC1=NC(=CC=C1B(O)O)OC,Compound 1851,LN01364130,0.1g,459856-12-3,MFCD05662386,3
C1=C(C=CC(=C1)B(O)O)C2=CC=C(C=C2)F,Compound 1852,LN01364359,43.326g,140369-67-1,MFCD08544387,3
CCOC(=O)C1=CC(=CC=C1)B2OC(C)(C)C(C)(C)O2,Compound 1853,LN01364417,2g,269410-00-6,MFCD03093896,3
C1=CC(=C(C=C1B(O)O)O)F,Compound 1854,LN01364503,7g,913835-74-2,MFCD08689483,3
CC(O1)(C)C(C)(C)OB1C2=NN(C3=CC=CC=C3)C=C2,Compound 1855,LN01364534,0.2g,1002334-13-5,MFCD16659786,75
CC1=C(C=CO1)B2OC(C)(C)C(C)(C)O2,Compound 1856,LN01364535,0.4g,864776-02-3,MFCD09879905,76
CC1(C)C(C)(C)OB(C2=CN=CN2C3CCCCO3)O1,Compound 1857,LN01364571,3.16g,1029684-37-4,MFCD11100960,55
CC1(C)C(C)(C)OB(C2=CN=CN2C)O1,Compound 1858,LN01364572,2045.3g,942070-72-6,MFCD11846349,3
CC(C)(C)OC(=O)N1C2=CC=C(C=C2C=N1)B3OC(C)(C)C(C)(C)O3,Compound 1859,LN01364592,14.24g,864771-44-8,MFCD08437629,3
